STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2013,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2014,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2015,,1267.2,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2016,,1267.2,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2017,,1267.2,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2018,,1267.2,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2019,,1254.4,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2020,,1248,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2021,,1248,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,805.98776,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,804.81951,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,804.92987,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,804.85896,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,804.11854,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,804.34644,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,799.97541,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,799.80085,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2015,,799.32447,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2016,,801.54522,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2017,,800.53659,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,799.54255,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,698.48447,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,691.16237,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DEU,Germany,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,691.16237,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,671.4,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,671.4,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,624,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2015,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2016,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2017,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,623.88,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,603.084,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ISL,Iceland,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2007,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2008,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2009,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2010,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2011,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2012,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2013,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2014,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2015,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2016,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2017,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2018,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2019,,620.4,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2020,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2021,,627,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2015,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2016,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2017,,1000,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,940,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,960,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,960,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,950,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2007,,601.2,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2008,,601.2,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2009,,619.2,,A,Normal value,,,MIN,Minimum,0,Zero
